"ID []","Local []","Irradiance [W/m^2]","T_ambient [Degrees Celsius]","T_ground [Degrees Celsius]","Wind [m/s]","Cloud [okta]","Pressure [Pa]","Rain [mm/hr]","Diffuse [W/m^2]","Direct [W/m^2]","Elevation [Degrees]","Azimuth [Degrees]"
1636,"0000-03-09 03:30:00",0,4.519,3.007,3.872,5.309,101433.392,0.053,0,0,-24.7,63.879
1637,"0000-03-09 04:30:00",0,4.463,2.885,3.816,5.336,101444.759,0.039,0,0,-15.874,76.878
1638,"0000-03-09 05:30:00",0.006,4.345,2.759,3.853,5.548,101460.211,0.056,0.006,0,-6.649,88.852
1639,"0000-03-09 06:30:00",14.662,4.625,2.843,3.939,5.328,101490.256,0.088,12.363,2.299,2.639,100.598
1640,"0000-03-09 07:30:00",79.248,5.514,3.23,4.108,5.335,101529.336,0.048,52.103,27.144,11.57,112.706
1641,"0000-03-09 08:30:00",162.14,6.56,3.728,4.539,5.48,101555.027,0.057,93.172,68.966,19.709,125.756
1642,"0000-03-09 09:30:00",222.693,7.451,4.149,4.836,5.613,101566.784,0.081,126.229,96.465,26.538,140.245
1643,"0000-03-09 10:30:00",259.927,8.165,4.444,5.026,5.88,101573.527,0.092,147.057,112.87,31.448,156.419
1644,"0000-03-09 11:30:00",286.444,8.874,4.776,5.247,5.903,101562.675,0.073,153.037,133.409,33.848,173.969
1645,"0000-03-09 12:30:00",265.182,9.225,5.087,5.325,5.94,101540.559,0.112,146.652,118.529,33.385,191.937
1646,"0000-03-09 13:30:00",252.647,9.49,5.386,5.465,5.793,101523.515,0.132,132.387,120.259,30.128,209.126
1647,"0000-03-09 14:30:00",210.593,9.576,5.675,5.344,5.649,101522.461,0.091,111.026,99.567,24.54,224.768
1648,"0000-03-09 15:30:00",131.89,9.316,5.82,5.076,5.574,101523.996,0.052,81.174,50.716,17.238,238.762
1649,"0000-03-09 16:30:00",60.183,8.692,5.871,4.55,5.495,101546.065,0.05,42.846,17.339,8.806,251.463
1650,"0000-03-09 17:30:00",6.005,7.545,5.823,3.722,5.51,101588.192,0.098,5.885,0.119,-0.266,263.408
1651,"0000-03-09 18:30:00",0,6.739,5.114,3.408,5.36,101616.203,0.087,0,0,-9.558,275.194
1652,"0000-03-09 19:30:00",0,6.139,4.577,3.373,5.119,101631.792,0.078,0,0,-18.672,287.447
1653,"0000-03-09 20:30:00",0,5.652,4.098,3.418,4.909,101646.804,0.066,0,0,-27.154,300.856
1654,"0000-03-09 21:30:00",0,5.245,3.554,3.344,4.664,101652.357,0.067,0,0,-34.431,316.109
1655,"0000-03-09 22:30:00",0,4.877,3,3.326,4.579,101653.287,0.135,0,0,-39.78,333.671
1656,"0000-03-09 23:30:00",0,4.619,2.434,3.35,4.896,101650.95,0.181,0,0,-42.422,335.713
1657,"0000-03-10 00:30:00",0,4.477,2.298,3.313,5.042,101655.728,0.127,0,0,-41.858,13.454
1658,"0000-03-10 01:30:00",0,4.393,2.169,3.414,5.086,101636.099,0.12,0,0,-38.203,32.444
1659,"0000-03-10 02:30:00",0,4.238,2.063,3.395,5.17,101611.598,0.085,0,0,-32.094,49.188
1660,"0000-03-10 03:30:00",0,4.01,1.9,3.285,5.257,101600.775,0.097,0,0,-24.318,63.73
1661,"0000-03-10 04:30:00",0,3.737,1.728,3.228,5.007,101599.357,0.115,0,0,-15.549,76.653
1662,"0000-03-10 05:30:00",0.024,3.598,1.601,3.239,5.116,101597.941,0.106,0.023,0,-6.304,88.656
1663,"0000-03-10 06:30:00",18.66,3.969,1.808,3.338,5.263,101609.59,0.106,15.951,2.71,2.987,100.408
1664,"0000-03-10 07:30:00",94.32,5.354,2.145,3.672,5.514,101617.274,0.085,61.94,32.382,11.927,112.529
1665,"0000-03-10 08:30:00",182.413,6.77,2.574,4.266,5.217,101615.999,0.109,101.366,81.044,20.079,125.603
1666,"0000-03-10 09:30:00",268.238,7.97,3.015,4.749,5.34,101605.323,0.144,126.359,141.879,26.922,140.136
1667,"0000-03-10 10:30:00",315.453,8.843,3.368,5.143,5.328,101584.49,0.13,139.943,175.51,31.842,156.377
1668,"0000-03-10 11:30:00",339.487,9.529,3.613,5.585,5.639,101551.157,0.128,150.081,189.406,34.243,174.015
1669,"0000-03-10 12:30:00",331.513,9.932,4.232,5.757,5.787,101512.495,0.116,149.426,182.087,33.765,192.074
1670,"0000-03-10 13:30:00",287.397,10,4.704,5.97,5.722,101490.004,0.105,138.171,149.228,30.481,209.335
1671,"0000-03-10 14:30:00",226.194,9.805,5.13,6.009,5.665,101485.081,0.067,115.063,111.128,24.863,225.019
1672,"0000-03-10 15:30:00",139.383,9.396,5.514,5.675,5.671,101478.393,0.039,82.325,57.057,17.535,239.038
1673,"0000-03-10 16:30:00",59.305,8.595,5.897,5.251,5.483,101497.732,0.093,41.896,17.409,9.085,251.749
1674,"0000-03-10 17:30:00",6.653,7.548,6.211,4.787,5.18,101531.117,0.117,6.318,0.333,0.002,263.701
1675,"0000-03-10 18:30:00",0,6.895,5.605,4.461,5.311,101558.845,0.092,0,0,-9.29,275.491
1676,"0000-03-10 19:30:00",0,6.408,5.104,4.422,5.538,101572.491,0.059,0,0,-18.394,287.747
1677,"0000-03-10 20:30:00",0,5.971,4.645,4.469,5.402,101584.156,0.065,0,0,-26.857,301.152
1678,"0000-03-10 21:30:00",0,5.502,4.16,4.222,5.226,101583.784,0.055,0,0,-34.105,316.384
1679,"0000-03-10 22:30:00",0,5.096,3.616,3.949,5.24,101580.871,0.045,0,0,-39.421,333.891
1680,"0000-03-10 23:30:00",0,4.785,3.124,3.785,5.126,101577.519,0.103,0,0,-42.036,331.054
1681,"0000-03-11 00:30:00",0,4.504,2.882,3.765,5.056,101574.986,0.137,0,0,-41.461,13.463
1682,"0000-03-11 01:30:00",0,4.307,2.766,3.844,5.303,101564.792,0.067,0,0,-37.812,32.355
1683,"0000-03-11 02:30:00",0,4.145,2.62,3.867,5.396,101546.276,0.084,0,0,-31.718,49.038
1684,"0000-03-11 03:30:00",0,3.944,2.455,3.803,5.417,101539.368,0.144,0,0,-23.957,63.549
1685,"0000-03-11 04:30:00",0,3.845,2.313,3.873,5.598,101554.231,0.18,0,0,-15.198,76.459
1686,"0000-03-11 05:30:00",0.02,3.826,2.165,3.86,5.843,101564.375,0.134,0.019,0,-5.957,88.461
1687,"0000-03-11 06:30:00",15.356,4.037,2.301,4.009,5.918,101587.069,0.18,13.48,1.876,3.336,100.218
1688,"0000-03-11 07:30:00",79.822,4.959,2.679,4.322,5.908,101613.371,0.167,58.151,21.673,12.285,112.352
1689,"0000-03-11 08:30:00",159.372,5.996,3.112,4.782,6.155,101627.563,0.111,104.065,55.306,20.45,125.45
1690,"0000-03-11 09:30:00",231.06,6.874,3.461,5.121,6.344,101636.371,0.077,141.768,89.294,27.308,140.026
1691,"0000-03-11 10:30:00",289.158,7.703,3.718,5.237,5.802,101637.355,0.069,165.385,123.772,32.239,156.336
1692,"0000-03-11 11:30:00",344.953,8.485,4.002,5.472,5.705,101627.857,0.062,178.235,166.714,34.639,174.063
1693,"0000-03-11 12:30:00",354.06,9.043,4.415,5.446,5.224,101601.617,0.074,161.31,192.751,34.145,192.213
1694,"0000-03-11 13:30:00",312.629,9.367,4.76,5.358,4.862,101581.385,0.082,149.99,162.638,30.835,209.545
1695,"0000-03-11 14:30:00",257.052,9.424,5.031,5.275,4.929,101565.649,0.082,123.843,133.209,25.187,225.275
1696,"0000-03-11 15:30:00",169.14,9.189,5.21,5.016,4.672,101550.53,0.101,94.113,75.027,17.832,239.316
1697,"0000-03-11 16:30:00",75.212,8.437,5.273,4.442,4.663,101557.573,0.095,50.371,24.84,9.362,252.038
1698,"0000-03-11 17:30:00",8.494,7.199,5.196,3.74,4.507,101581.41,0.066,7.294,1.199,0.27,263.996
1699,"0000-03-11 18:30:00",0,6.245,4.51,3.483,4.645,101603.495,0.069,0,0,-9.023,275.789
1700,"0000-03-11 19:30:00",0,5.627,3.95,3.445,4.815,101610.568,0.111,0,0,-18.116,288.047
1701,"0000-03-11 20:30:00",0,5.322,3.5,3.529,4.932,101615.482,0.086,0,0,-26.558,301.449
1702,"0000-03-11 21:30:00",0,5.058,3.139,3.7,5.243,101618.879,0.052,0,0,-33.779,316.657
1703,"0000-03-11 22:30:00",0,4.883,2.805,3.855,5.197,101616.448,0.017,0,0,-39.061,334.111
1704,"0000-03-11 23:30:00",0,4.635,2.393,3.935,4.869,101609.121,0.033,0,0,-41.649,331.179
1705,"0000-03-12 00:30:00",0,4.307,2.268,3.723,4.949,101605.794,0.038,0,0,-41.063,13.473
1706,"0000-03-12 01:30:00",0,4.007,2.115,3.633,4.952,101589.471,0.077,0,0,-37.42,32.268
1707,"0000-03-12 02:30:00",0,3.766,1.943,3.686,5.277,101569.482,0.095,0,0,-31.341,48.891
1708,"0000-03-12 03:30:00",0,3.548,1.717,3.597,5.128,101563.655,0.065,0,0,-23.594,63.369
1709,"0000-03-12 04:30:00",0,3.374,1.507,3.653,4.838,101566.74,0.031,0,0,-14.845,76.267
1710,"0000-03-12 05:30:00",0.032,3.2,1.331,3.597,5.148,101578.005,0.039,0.032,0,-5.608,88.267
1711,"0000-03-12 06:30:00",22.453,3.609,1.457,3.637,5.173,101596.556,0.031,18.365,4.086,3.687,100.029
1712,"0000-03-12 07:30:00",105.66,4.984,1.708,3.987,4.964,101614.362,0.03,66.253,39.404,12.644,112.176
1713,"0000-03-12 08:30:00",210.502,6.367,2.087,4.531,5.259,101625.43,0.02,109.629,100.874,20.822,125.297
1714,"0000-03-12 09:30:00",285.78,7.54,2.444,4.875,5.076,101624.304,0.036,146.517,139.261,27.694,139.918
1715,"0000-03-12 10:30:00",348.748,8.589,2.714,5.04,5.033,101611.65,0.035,172.04,176.708,32.636,156.295
1716,"0000-03-12 11:30:00",377.87,9.316,2.951,5.077,5.101,101586.206,0.033,180.246,197.624,35.035,174.113
1717,"0000-03-12 12:30:00",367.284,9.827,3.611,5.274,4.998,101547.894,0.061,175.223,192.06,34.525,192.356
1718,"0000-03-12 13:30:00",307.893,10.064,4.129,5.21,5.229,101518.746,0.088,158.285,149.609,31.189,209.761
1719,"0000-03-12 14:30:00",231.505,10.003,4.595,5.144,5.326,101499.714,0.129,130.171,101.333,25.509,225.534
1720,"0000-03-12 15:30:00",155.428,9.717,5.078,5.026,5.067,101492.177,0.091,96.608,58.82,18.128,239.596
1721,"0000-03-12 16:30:00",68.977,8.892,5.553,4.662,5.041,101493.403,0.136,50.323,18.651,9.639,252.328
1722,"0000-03-12 17:30:00",8.555,7.783,5.99,4.124,4.977,101515.382,0.151,7.755,0.8,0.538,264.291
1723,"0000-03-12 18:30:00",0,7.007,5.432,3.843,4.604,101536.383,0.13,0,0,-8.755,276.089
1724,"0000-03-12 19:30:00",0,6.356,4.87,3.718,4.461,101546.981,0.099,0,0,-17.839,288.349
1725,"0000-03-12 20:30:00",0,6.05,4.34,3.731,4.457,101563.041,0.057,0,0,-26.259,301.745
1726,"0000-03-12 21:30:00",0,5.667,3.897,3.792,4.237,101572.525,0.047,0,0,-33.451,316.932
1727,"0000-03-12 22:30:00",0,5.295,3.452,3.845,4.378,101568.948,0.13,0,0,-38.7,334.331
1728,"0000-03-12 23:30:00",0,4.981,2.928,3.78,4.369,101559.632,0.084,0,0,-41.261,331.304
1729,"0000-03-13 00:30:00",0,4.776,2.734,3.803,4.104,101548.458,0.112,0,0,-40.664,13.485
1730,"0000-03-13 01:30:00",0,4.543,2.59,3.769,4.001,101524.68,0.131,0,0,-37.026,32.183
1731,"0000-03-13 02:30:00",0,4.259,2.419,3.889,4.358,101503.027,0.098,0,0,-30.962,48.745
1732,"0000-03-13 03:30:00",0,4.169,2.255,3.965,4.609,101495.377,0.095,0,0,-23.229,63.191
1733,"0000-03-13 04:30:00",0,4.018,2.072,4.039,4.563,101510.177,0.094,0,0,-14.491,76.076
1734,"0000-03-13 05:30:00",0.035,3.91,1.871,4.097,4.85,101523.166,0.1,0.035,0,-5.259,88.074
1735,"0000-03-13 06:30:00",25.535,4.523,1.978,4.17,5.078,101550.5,0.102,20.581,4.953,4.039,99.841
1736,"0000-03-13 07:30:00",99.071,5.821,2.135,4.436,5.4,101580.657,0.098,68.731,30.339,13.005,111.999
1737,"0000-03-13 08:30:00",181.915,7.031,2.367,4.841,5.572,101601.863,0.069,110.199,71.716,21.195,125.145
1738,"0000-03-13 09:30:00",259.425,8.068,2.663,5.237,5.484,101611.729,0.051,140.737,118.689,28.082,139.809
1739,"0000-03-13 10:30:00",319.782,8.905,2.899,5.405,5.456,101616.785,0.102,159.673,160.11,33.033,156.256
1740,"0000-03-13 11:30:00",340.322,9.52,3.08,5.65,5.405,101614.007,0.142,166.49,173.832,35.432,174.165
1741,"0000-03-13 12:30:00",333.451,9.853,3.768,5.674,5.49,101596.339,0.099,160.276,173.174,34.906,192.501
1742,"0000-03-13 13:30:00",291.659,10.019,4.378,5.779,5.529,101583.036,0.128,149.975,141.683,31.542,209.979
1743,"0000-03-13 14:30:00",236.586,9.896,4.945,5.603,5.285,101589.765,0.155,123.256,113.326,25.832,225.795
1744,"0000-03-13 15:30:00",161.313,9.518,5.481,5.273,5.266,101593.05,0.093,93.865,67.45,18.424,239.879
1745,"0000-03-13 16:30:00",71.774,8.799,5.937,4.744,5.246,101621.026,0.052,51.559,20.215,9.916,252.621
1746,"0000-03-13 17:30:00",9.75,7.627,6.272,4.122,5.267,101668.888,0.017,8.604,1.145,0.806,264.588
1747,"0000-03-13 18:30:00",0,6.879,5.602,3.706,5.101,101708.864,0.022,0,0,-8.488,276.389
1748,"0000-03-13 19:30:00",0,6.326,5.021,3.461,5.176,101731.616,0.042,0,0,-17.561,288.65
1749,"0000-03-13 20:30:00",0,5.939,4.41,3.438,5.073,101750.389,0.015,0,0,-25.961,302.04
1750,"0000-03-13 21:30:00",0,5.508,3.847,3.411,4.998,101765.597,0.025,0,0,-33.124,317.204
1751,"0000-03-13 22:30:00",0,5.235,3.302,3.393,5.081,101766.239,0.037,0,0,-38.339,334.55
1752,"0000-03-13 23:30:00",0,4.9,2.729,3.488,4.794,101763.943,0.025,0,0,-40.873,331.429
1753,"0000-03-14 00:30:00",0,4.567,2.52,3.432,4.666,101764.359,0.022,0,0,-40.265,13.498
1754,"0000-03-14 01:30:00",0,4.214,2.293,3.42,4.699,101755.307,0.02,0,0,-36.632,32.101
1755,"0000-03-14 02:30:00",0,3.957,2.109,3.377,4.834,101736.602,0.009,0,0,-30.581,48.601
1756,"0000-03-14 03:30:00",0,3.779,1.955,3.351,5.096,101736.421,0.017,0,0,-22.864,63.016
1757,"0000-03-14 04:30:00",0,3.581,1.792,3.364,5.118,101746.201,0.021,0,0,-14.135,75.887
1758,"0000-03-14 05:30:00",0.066,3.499,1.671,3.44,5.343,101759.591,0.054,0.066,0,-4.908,87.882
1759,"0000-03-14 06:30:00",25.631,3.948,1.843,3.503,5.383,101780.112,0.073,21.475,4.156,4.392,99.653
1760,"0000-03-14 07:30:00",103.846,5.237,2.214,3.839,5.329,101801.794,0.118,68.623,35.223,13.367,111.823
1761,"0000-03-14 08:30:00",194.121,6.503,2.659,4.285,5.429,101820.444,0.08,115.248,78.873,21.569,124.992
1762,"0000-03-14 09:30:00",282.146,7.584,3.072,4.705,5.338,101827.032,0.071,150.945,131.202,28.47,139.7
1763,"0000-03-14 10:30:00",353.864,8.573,3.467,5.049,5.253,101823.277,0.067,169.564,184.299,33.432,156.217
1764,"0000-03-14 11:30:00",361.529,9.174,3.741,5.237,5.408,101809.755,0.044,181.399,180.131,35.829,174.218
1765,"0000-03-14 12:30:00",361.793,9.666,4.393,5.491,5.671,101777.105,0.027,173.611,188.182,35.286,192.65
1766,"0000-03-14 13:30:00",329.461,9.95,4.971,5.486,5.59,101759.974,0.048,158.143,171.319,31.895,210.2
1767,"0000-03-14 14:30:00",253.707,9.835,5.454,5.345,5.693,101756.655,0.027,134.871,118.835,26.154,226.059
1768,"0000-03-14 15:30:00",172.858,9.563,5.821,5.156,5.807,101766.39,0.02,106.318,66.54,18.719,240.165
1769,"0000-03-14 16:30:00",80.885,8.914,6.113,4.718,5.872,101786.494,0.027,58.196,22.69,10.192,252.915
1770,"0000-03-14 17:30:00",10.766,7.746,6.277,4.042,5.841,101819.161,0.049,9.712,1.052,1.072,264.887
1771,"0000-03-14 18:30:00",0,6.785,5.481,3.638,5.361,101844.9,0.05,0,0,-8.22,276.69
1772,"0000-03-14 19:30:00",0,6.126,4.778,3.349,5.375,101863.663,0.028,0,0,-17.283,288.952
1773,"0000-03-14 20:30:00",0,5.652,4.23,3.368,5.622,101871.485,0.017,0,0,-25.662,302.336
1774,"0000-03-14 21:30:00",0,5.383,3.73,3.388,5.474,101883.709,0.018,0,0,-32.795,317.478
1775,"0000-03-14 22:30:00",0,5.116,3.242,3.461,5.395,101881.635,0.064,0,0,-37.978,334.768
1776,"0000-03-14 23:30:00",0,4.853,2.729,3.433,5.22,101862.852,0.059,0,0,-40.484,331.555
1777,"0000-03-15 00:30:00",0,4.57,2.591,3.367,5.389,101854.864,0.057,0,0,-39.866,13.513
1778,"0000-03-15 01:30:00",0,4.477,2.51,3.344,5.566,101835.516,0.088,0,0,-36.237,32.021
1779,"0000-03-15 02:30:00",0,4.409,2.399,3.453,5.917,101813.717,0.057,0,0,-30.2,48.46
1780,"0000-03-15 03:30:00",0,4.384,2.245,3.464,5.971,101813.188,0.036,0,0,-22.497,62.842
1781,"0000-03-15 04:30:00",0,4.341,2.078,3.395,5.885,101800.059,0.037,0,0,-13.779,75.698
1782,"0000-03-15 05:30:00",0.151,4.263,1.923,3.38,5.946,101814.113,0.049,0.149,0.001,-4.555,87.691
1783,"0000-03-15 06:30:00",25.663,4.761,2.18,3.435,5.941,101833.629,0.065,22.674,2.989,4.746,99.466
1784,"0000-03-15 07:30:00",101.824,6.061,2.672,3.811,5.836,101854.145,0.071,73.888,27.937,13.729,111.646
1785,"0000-03-15 08:30:00",192.108,7.409,3.196,4.244,5.887,101868.142,0.049,120.54,71.568,21.944,124.84
1786,"0000-03-15 09:30:00",268.882,8.42,3.633,4.667,5.744,101873.722,0.086,154.97,113.912,28.859,139.593
1787,"0000-03-15 10:30:00",317.199,9.261,3.964,4.916,5.94,101867.611,0.077,178.923,138.275,33.831,156.179
1788,"0000-03-15 11:30:00",324.736,9.769,4.259,5.134,6.072,101856.096,0.07,188.778,135.958,36.228,174.274
1789,"0000-03-15 12:30:00",314.46,10.236,4.947,5.192,6.143,101823.138,0.051,185.146,129.316,35.668,192.802
1790,"0000-03-15 13:30:00",275.046,10.451,5.502,5.185,6.152,101800.248,0.065,172.305,102.74,32.248,210.424
1791,"0000-03-15 14:30:00",219.43,10.528,5.97,5.064,6.249,101782.873,0.09,139.044,80.387,26.475,226.327
1792,"0000-03-15 15:30:00",145.196,10.296,6.413,4.788,6.155,101798.542,0.158,100.677,44.519,19.014,240.452
1793,"0000-03-15 16:30:00",65.268,9.667,6.776,4.397,6.026,101808.981,0.218,51.44,13.829,10.467,253.211
1794,"0000-03-15 17:30:00",9.964,8.525,6.993,3.688,6.065,101832.605,0.097,8.972,0.992,1.339,265.186
1795,"0000-03-15 18:30:00",0,7.77,6.4,3.366,6.054,101856.875,0.081,0,0,-7.953,276.991
1796,"0000-03-15 19:30:00",0,7.303,5.936,3.414,5.768,101873.793,0.085,0,0,-17.004,289.255
1797,"0000-03-15 20:30:00",0,6.961,5.484,3.45,5.687,101884.152,0.061,0,0,-25.362,302.632
1798,"0000-03-15 21:30:00",0,6.708,5.076,3.394,5.657,101883.706,0.059,0,0,-32.466,317.75
1799,"0000-03-15 22:30:00",0,6.53,4.675,3.331,5.859,101887.56,0.039,0,0,-37.615,334.986
1800,"0000-03-15 23:30:00",0,6.316,4.322,3.309,5.816,101888.021,0.037,0,0,-40.095,331.68
1801,"0000-03-16 00:30:00",0,6.042,4.137,3.38,5.737,101886.356,0.022,0,0,-39.465,13.528
1802,"0000-03-16 01:30:00",0,5.866,3.972,3.367,5.298,101877.559,0.043,0,0,-35.841,31.942
1803,"0000-03-16 02:30:00",0,5.622,3.809,3.352,5.116,101868.404,0.053,0,0,-29.818,48.319
1804,"0000-03-16 03:30:00",0,5.39,3.661,3.254,5.38,101875.402,0.123,0,0,-22.129,62.669
1805,"0000-03-16 04:30:00",0,5.192,3.513,3.344,5.677,101875.583,0.121,0,0,-13.421,75.511
1806,"0000-03-16 05:30:00",0.146,5.156,3.424,3.326,5.929,101895.539,0.099,0.146,0.002,-4.202,87.5
1807,"0000-03-16 06:30:00",26.85,5.636,3.678,3.417,6.096,101922.041,0.054,23.526,3.323,5.101,99.278
1808,"0000-03-16 07:30:00",97.374,6.743,4.078,3.795,6.515,101951.089,0.033,70.183,27.192,14.092,111.47
1809,"0000-03-16 08:30:00",174.308,7.79,4.48,4.343,6.247,101970.567,0.023,108.736,65.572,22.319,124.687
1810,"0000-03-16 09:30:00",244.183,8.732,4.839,4.628,6.541,101973.901,0.031,145.946,98.237,29.249,139.484
1811,"0000-03-16 10:30:00",290.351,9.527,5.149,4.945,6.587,101968.121,0.039,179.425,110.926,34.231,156.141
1812,"0000-03-16 11:30:00",309.067,10.177,5.35,5.016,6.61,101951.709,0.024,192.858,116.208,36.625,174.331
1813,"0000-03-16 12:30:00",306.016,10.62,5.809,4.965,6.522,101920.203,0.044,181.868,124.149,36.049,192.956
1814,"0000-03-16 13:30:00",269.258,10.813,6.231,5.045,6.515,101890.625,0.058,162.319,106.94,32.6,210.65
1815,"0000-03-16 14:30:00",222.172,10.86,6.582,4.946,6.242,101863.548,0.075,136.468,85.706,26.796,226.597
1816,"0000-03-16 15:30:00",153.136,10.625,6.877,4.763,5.687,101858.453,0.045,101.947,51.189,19.307,240.741
1817,"0000-03-16 16:30:00",73.006,9.999,7.102,4.334,5.35,101854.808,0.027,54.891,18.113,10.742,253.509
1818,"0000-03-16 17:30:00",11.469,8.788,7.203,3.838,5.719,101871.065,0.035,10.538,0.932,1.605,265.486
1819,"0000-03-16 18:30:00",0,7.775,6.484,3.548,5.745,101882.031,0.073,0,0,-7.686,277.294
1820,"0000-03-16 19:30:00",0,7.118,5.96,3.47,5.598,101880.925,0.023,0,0,-16.726,289.557
1821,"0000-03-16 20:30:00",0,6.754,5.456,3.549,5.715,101875.874,0.025,0,0,-25.063,302.927
1822,"0000-03-16 21:30:00",0,6.54,5.013,3.735,6.33,101875.492,0.064,0,0,-32.137,318.021
1823,"0000-03-16 22:30:00",0,6.443,4.602,3.802,6.351,101862.882,0.02,0,0,-37.253,335.201
1824,"0000-03-16 23:30:00",0,6.288,4.153,4.008,6.334,101849.136,0.011,0,0,-39.705,331.805
1825,"0000-03-17 00:30:00",0,6.065,4.014,3.956,6.261,101841.6,0.006,0,0,-39.064,13.545
1826,"0000-03-17 01:30:00",0,5.893,3.827,3.85,6.4,101825.065,0.002,0,0,-35.444,31.864
1827,"0000-03-17 02:30:00",0,5.678,3.72,3.867,6.499,101803.389,0.011,0,0,-29.435,48.181
1828,"0000-03-17 03:30:00",0,5.339,3.61,3.833,6.649,101800.138,0.04,0,0,-21.761,62.498
1829,"0000-03-17 04:30:00",0,5.2,3.482,3.751,6.495,101786.645,0.055,0,0,-13.062,75.325
1830,"0000-03-17 05:30:00",0.308,5.061,3.376,3.658,6.307,101807.004,0.079,0.307,0.001,-3.848,87.31
1831,"0000-03-17 06:30:00",25.416,5.543,3.472,3.568,6.406,101833.02,0.068,22.217,3.196,5.457,99.091
1832,"0000-03-17 07:30:00",90.71,6.748,3.831,3.851,6.325,101860.55,0.038,67.663,23.049,14.455,111.294
1833,"0000-03-17 08:30:00",173.455,7.951,4.214,4.318,6.065,101891.404,0.025,111.189,62.265,22.695,124.535
1834,"0000-03-17 09:30:00",259.796,8.991,4.535,4.584,5.776,101900.388,0.02,156.836,102.959,29.639,139.376
1835,"0000-03-17 10:30:00",318.917,9.748,4.807,4.845,5.779,101889.111,0.015,185.79,133.126,34.631,156.105
1836,"0000-03-17 11:30:00",337.421,10.38,5.06,5.11,5.937,101884.541,0.03,200.413,137.005,37.024,174.391
1837,"0000-03-17 12:30:00",324.872,10.741,5.621,5.057,6.125,101864.731,0.027,191.084,133.789,36.43,193.112
1838,"0000-03-17 13:30:00",290.855,10.912,6.187,5.02,5.955,101843.285,0.023,170.65,120.205,32.952,210.881
1839,"0000-03-17 14:30:00",226.511,10.851,6.645,4.834,5.88,101830.981,0.065,139.647,86.863,27.116,226.87
1840,"0000-03-17 15:30:00",146.977,10.53,6.986,4.631,6.027,101849.543,0.029,98.798,48.179,19.6,241.033
1841,"0000-03-17 16:30:00",72.306,9.719,7.25,4.512,5.933,101860.562,0.021,53.781,18.525,11.017,253.808
1842,"0000-03-17 17:30:00",13.093,8.636,7.385,4.071,5.995,101891.601,0.026,10.825,2.267,1.871,265.788
1843,"0000-03-17 18:30:00",0,7.68,6.455,3.488,5.906,101920.283,0.031,0,0,-7.419,277.596
1844,"0000-03-17 19:30:00",0,6.84,5.678,3.318,5.469,101939.003,0.016,0,0,-16.448,289.86
1845,"0000-03-17 20:30:00",0,6.211,4.979,3.254,4.933,101948.817,0.017,0,0,-24.763,303.222
1846,"0000-03-17 21:30:00",0,5.726,4.287,3.249,4.894,101948.328,0.035,0,0,-31.807,318.292
1847,"0000-03-17 22:30:00",0,5.39,3.606,3.303,5.079,101937.202,0.042,0,0,-36.89,335.415
1848,"0000-03-17 23:30:00",0,5.094,2.941,3.264,5.107,101924.289,0.049,0,0,-39.315,331.931
1849,"0000-03-18 00:30:00",0,4.826,2.761,3.263,5.526,101911.139,0.067,0,0,-38.663,13.563
1850,"0000-03-18 01:30:00",0,4.733,2.659,3.243,5.57,101886.808,0.089,0,0,-35.047,31.789
1851,"0000-03-18 02:30:00",0,4.603,2.596,3.371,5.633,101857.54,0.096,0,0,-29.052,48.045
1852,"0000-03-18 03:30:00",0,4.484,2.47,3.304,5.844,101847.69,0.07,0,0,-21.391,62.328
1853,"0000-03-18 04:30:00",0,4.421,2.324,3.345,5.969,101843.654,0.073,0,0,-12.703,75.14
1854,"0000-03-18 05:30:00",0.439,4.354,2.181,3.425,6.07,101852.59,0.119,0.436,0.002,-3.493,87.12
1855,"0000-03-18 06:30:00",29.683,4.969,2.525,3.371,6.067,101866.396,0.076,23.753,5.929,5.813,98.904
1856,"0000-03-18 07:30:00",97.008,6.128,3.21,3.669,6.29,101880.09,0.037,63.199,33.809,14.819,111.117
1857,"0000-03-18 08:30:00",165.888,7.097,3.872,4.009,6.657,101890.98,0.099,97.935,67.953,23.071,124.383
1858,"0000-03-18 09:30:00",243.903,8.11,4.428,4.248,6.427,101892.66,0.034,136.409,107.496,30.03,139.267
1859,"0000-03-18 10:30:00",297.36,9.004,4.846,4.55,6.337,101878.151,0.002,169.973,127.386,35.032,156.068
1860,"0000-03-18 11:30:00",314.908,9.68,5.126,4.756,6.399,101851.65,0.005,187.013,127.895,37.423,174.452
1861,"0000-03-18 12:30:00",305.296,10.051,5.625,4.923,6.46,101807.364,0.022,187.342,117.955,36.81,193.27
1862,"0000-03-18 13:30:00",284.556,10.186,6.046,5.039,6.372,101764.873,0.059,164.455,120.1,33.303,211.113
1863,"0000-03-18 14:30:00",225.539,10.101,6.413,5.014,6.376,101731.686,0.141,133.642,91.897,27.436,227.145
1864,"0000-03-18 15:30:00",154.897,9.88,6.731,4.847,5.919,101688.083,0.254,95.355,59.543,19.892,241.327
1865,"0000-03-18 16:30:00",71.873,9.227,6.904,4.49,6.108,101675.804,0.245,52.312,19.562,11.291,254.108
1866,"0000-03-18 17:30:00",11.542,8.278,6.969,4.064,6.352,101681.566,0.243,10.483,1.059,2.139,266.094
